case_ID,wave,year,weight_wave,weight_aggregate,happening,cause_original,cause_other_text,cause_recoded,sci_consensus,worry,harm_personally,harm_US,harm_dev_countries,harm_future_gen,harm_plants_animals,when_harm_US,reg_CO2_pollutant,reg_utilities,fund_research,reg_coal_emissions,discuss_GW,hear_GW_media,gender,age,age_category,generation,educ,educ_category,minincome,income_category,race,ideology,party,party_w_leaners,party_x_ideo,registered_voter,region9,region4,religion,religion_other_nonchristian,evangelical,service_attendance,marit_status,employment,house_head,house_size,house_ages0to1,house_ages2to5,house_ages6to12,house_ages13to17,house_ages18plus,house_type,house_own
33010,16,9,1.6934,1.57808491,3,1,,6,4,3,3,3,3,4,4,3,3,NA,4,2,3,4,1,23,1,2,6,1,7500,1,1,3,5,4,-2,2,8,4,4,,2,2,5,1,2,8,0,1,1,0,6,2,2
33011,16,9,0.4558,0.42476149,3,3,both human and natural,5,4,3,2,2,3,4,3,6,4,NA,4,4,4,5,1,69,3,4,14,4,75000,2,1,2,2,2,1,1,6,3,1,,2,3,1,2,2,2,0,0,0,0,2,1,1
33013,16,9,0.7283,0.67870511,3,2,,4,1,2,3,2,4,0,4,3,4,NA,4,2,1,2,1,66,3,4,10,3,50000,2,2,3,2,2,2,1,3,2,1,,1,3,1,5,2,2,0,0,0,0,2,1,1
33014,16,9,0.7417,0.69119262,1,2,,4,2,2,0,0,0,0,0,1,1,NA,3,2,2,5,2,55,3,4,13,4,100000,3,1,4,3,1,5,1,2,1,5,,2,2,1,1,2,2,0,0,0,0,2,3,2
33017,16,9,0.8823,0.82221821,3,3,both human and nature,5,4,2,1,2,2,3,3,2,3,NA,3,3,2,3,2,56,3,4,9,2,20000,1,1,3,2,2,2,2,5,3,1,,2,1,4,1,1,3,0,0,0,0,3,4,1
33018,16,9,1.0448,0.97365248,3,1,,6,1,3,4,4,4,4,4,6,3,NA,3,2,2,1,2,50,2,3,9,2,30000,1,4,3,2,2,2,1,9,4,3,,2,4,1,2,2,7,0,2,1,1,3,1,1
33019,16,9,0.7371,0.68690586,3,1,,6,2,3,3,3,3,3,3,6,4,NA,4,4,3,3,1,46,2,3,8,1,40000,1,1,3,5,4,-2,1,9,4,15,,2,1,6,2,2,4,0,0,1,1,2,4,1
33020,16,9,0.906,0.84430432,3,2,,4,2,3,3,3,3,3,3,4,3,NA,3,3,2,3,2,27,1,2,9,2,25000,1,1,4,5,4,-2,2,1,1,11,,1,5,1,2,2,4,0,2,0,0,2,3,2
33021,16,9,0.9988,0.93078493,1,1,,6,2,3,2,3,3,4,4,4,2,NA,3,3,2,2,1,51,2,3,11,3,125000,3,1,3,3,2,2,1,3,2,2,,1,3,1,1,2,3,0,0,0,0,3,1,1
33022,16,9,0.9994,0.93134408,3,1,,6,4,3,3,4,4,4,4,6,4,NA,4,4,3,5,2,30,1,2,10,3,40000,1,1,3,2,2,2,1,8,4,2,,2,3,1,7,1,3,0,0,1,0,2,1,1
33023,16,9,0.6342,0.59101302,3,1,,6,2,3,2,3,3,3,3,4,3,NA,3,3,3,5,2,70,3,4,9,2,20000,1,1,3,2,2,2,1,9,4,2,,1,1,1,5,2,2,0,0,0,0,2,1,1
33024,16,9,0.5277,0.49176533,3,1,,6,4,3,2,3,3,4,4,5,4,NA,4,4,2,5,1,70,3,4,10,3,40000,1,1,3,2,2,2,1,5,3,2,,2,3,1,1,2,1,0,0,0,0,1,3,2
33026,16,9,0.6465,0.60247543,3,2,,4,1,2,0,1,2,2,2,3,3,NA,4,2,1,2,1,56,3,4,11,3,50000,2,1,3,2,2,2,1,9,4,2,,2,1,3,1,2,2,0,0,0,0,2,3,2
33027,16,9,0.5696,0.53081207,3,1,,6,2,3,4,4,4,4,4,6,4,NA,4,4,2,5,2,63,3,4,10,3,35000,1,1,4,5,4,-2,2,9,4,11,,2,6,1,1,2,2,0,0,0,0,2,1,1
33028,16,9,1.1435,1.06563133,3,1,,6,4,3,2,3,4,4,4,5,3,NA,3,3,2,3,1,50,2,3,12,4,125000,3,4,3,2,2,2,1,1,1,3,,2,3,1,1,2,3,0,0,0,0,3,1,1
33029,16,9,1.386,1.29161786,2,1,,6,1,3,2,3,3,4,4,5,3,NA,3,2,1,0,1,44,2,3,9,2,15000,1,1,3,5,4,-2,5,6,3,14,,2,1,3,2,1,2,0,0,1,0,1,1,1
33030,16,9,1.1187,1.04252013,3,1,,6,1,3,3,3,3,4,4,6,4,NA,3,4,2,4,2,36,2,2,13,4,60000,2,2,3,2,2,2,1,9,4,11,,2,5,5,1,2,2,0,0,0,0,2,2,1
33031,16,9,0.7102,0.66183767,1,2,,4,1,1,1,1,1,1,1,1,4,NA,4,1,1,1,1,60,3,4,10,3,7500,1,2,3,2,2,2,1,3,2,11,,1,2,5,5,2,1,0,0,0,0,1,3,2
33032,16,9,0.6335,0.59036069,3,1,,6,4,3,4,4,4,4,4,6,3,NA,4,3,3,3,2,70,3,4,13,4,60000,2,1,3,3,2,2,1,5,3,1,,2,2,6,5,2,2,0,0,0,0,2,1,1
33033,16,9,1.3703,1.27698698,3,2,,4,1,1,1,2,2,3,2,2,3,NA,2,3,1,5,2,34,1,2,10,3,50000,2,1,5,1,1,5,1,4,2,2,,1,5,1,1,2,3,0,0,0,1,2,1,1
33034,16,9,0.9672,0.90133679,3,1,,6,1,3,3,4,4,4,4,6,3,NA,4,3,3,3,1,50,2,3,7,1,85000,2,1,2,2,2,1,1,3,2,2,,1,5,6,1,2,5,0,0,0,0,5,1,2
33035,16,9,0.98740000000000006,0.92016124,1,4,,3,3,1,1,1,1,1,1,1,1,NA,1,1,4,5,1,65,3,4,13,4,100000,3,4,5,1,1,5,1,5,3,11,,2,2,1,5,2,2,0,0,0,0,2,1,1
33036,16,9,0.568,0.52932103,3,2,,4,1,2,2,2,2,3,3,4,3,NA,3,3,2,2,1,70,3,4,9,2,50000,2,1,3,2,2,2,1,3,2,3,,2,2,1,1,2,2,0,0,0,0,2,1,1
33037,16,9,1.3609,1.26822709,3,1,,6,4,3,3,3,4,3,3,3,2,NA,4,2,2,3,1,53,2,4,12,4,100000,3,4,3,3,3,3,4,7,3,1,,1,3,1,2,2,3,0,0,0,0,3,1,1
33039,16,9,2.3448,2.18512667,3,2,,4,4,2,4,4,4,4,4,4,4,NA,4,3,2,4,1,33,1,2,9,2,100000,3,2,1,2,2,1,1,7,3,11,,1,3,1,1,2,5,0,0,1,2,2,1,1
33040,16,9,0.7152,0.66649718,1,2,,4,1,2,0,0,0,0,0,6,3,NA,3,3,1,2,1,66,3,4,5,1,20000,1,1,3,2,2,2,1,4,2,3,,2,5,1,2,2,2,0,0,0,0,2,1,1
33041,16,9,0.6148,0.5729341,3,2,,4,4,3,3,3,3,3,3,2,4,NA,4,3,2,4,2,63,3,4,9,2,30000,1,1,2,2,2,1,1,1,1,3,,2,1,3,5,2,3,0,0,0,0,3,3,1
33042,16,9,1.122,1.04559541,2,3,Combination of nature and human,5,2,2,2,3,2,3,3,2,4,NA,4,3,2,3,2,57,3,4,13,4,150000,3,1,4,1,1,5,1,5,3,3,,2,4,1,1,2,2,0,0,0,0,2,1,1
33043,16,9,0.5876,0.54758633,3,1,,6,4,4,4,4,4,4,4,6,4,NA,4,4,3,5,1,62,3,4,9,2,7500,1,1,5,5,4,-2,2,7,3,9,,1,6,3,5,2,1,0,0,0,0,1,2,1
33044,16,9,0.823,0.76695635,3,1,,6,4,3,2,3,3,4,4,6,4,NA,4,3,3,3,2,62,3,4,10,3,75000,2,1,2,3,1,4,1,7,3,11,,2,5,1,1,2,2,0,0,0,0,2,1,1
33045,16,9,0.763,0.71104216,2,3,both,5,2,2,2,2,3,3,3,4,3,NA,3,2,3,4,2,58,3,4,12,4,85000,2,1,3,3,3,3,1,8,4,1,,2,2,1,1,2,2,0,0,0,0,2,1,1
33046,16,9,0.339,0.31591519,3,3,combination of natural and Human,5,4,2,2,2,3,2,2,1,3,NA,3,2,2,3,1,61,3,4,12,4,40000,1,1,3,3,1,4,1,2,1,3,,2,2,5,1,2,1,0,0,0,0,1,1,1
33047,16,9,0.8317,0.77506391,3,1,,6,4,4,2,3,3,4,4,6,4,NA,4,1,3,3,2,55,3,4,9,2,15000,1,1,3,2,2,2,2,3,2,13,,2,1,5,1,2,1,0,0,0,0,1,1,1
33048,16,9,0.6434,0.59958653,3,1,,6,1,3,2,2,3,4,4,4,2,NA,4,3,2,3,2,73,3,5,10,3,85000,2,1,3,2,2,2,1,9,4,2,,2,1,1,5,2,2,0,0,0,0,2,1,1
33050,16,9,0.7796,0.72651175,1,2,,4,2,1,1,1,1,1,1,1,3,NA,4,2,1,2,1,56,3,4,10,3,60000,2,1,3,1,1,4,1,4,2,2,,2,2,1,1,2,4,0,0,0,2,2,1,1
33051,16,9,0.5181,0.48281906,3,2,,4,2,3,2,3,3,4,4,6,3,NA,3,3,3,3,1,47,2,3,12,4,15000,1,1,2,3,2,1,1,2,1,14,,2,1,6,1,2,3,0,0,1,0,2,1,1
33052,16,9,0.5946,0.55410965,1,2,,4,2,1,1,1,1,1,1,1,1,NA,1,1,1,3,1,65,3,4,11,3,35000,1,1,3,3,3,3,1,5,3,2,,1,3,1,5,2,3,0,0,0,0,3,3,2
33054,16,9,1.0596,0.98744465,2,3,we don't really know,1,4,1,1,1,1,0,0,1,2,NA,3,1,1,4,1,57,3,4,10,3,100000,3,1,5,1,1,5,1,7,3,3,,3,1,1,1,2,2,0,0,0,0,2,1,1
33055,16,9,1.4759,1.37539596,3,1,,6,1,4,4,4,3,4,4,4,4,NA,4,4,3,2,2,46,2,3,11,3,0,1,4,4,3,1,5,1,5,3,11,,1,5,1,7,2,3,0,0,1,1,1,1,1
33056,16,9,1.462,1.3624425,3,1,,6,4,3,3,3,3,4,4,4,3,NA,3,3,2,0,2,37,2,3,9,2,100000,3,1,3,2,2,2,1,8,4,13,,2,1,1,1,2,3,0,1,0,0,2,1,1
33057,16,9,0.8298,0.77329329,3,1,,6,1,4,4,4,4,4,4,6,3,NA,3,-1,2,3,2,60,3,4,11,3,100000,3,1,3,3,1,4,1,9,4,15,,2,1,1,1,2,3,0,0,0,0,3,1,1
33058,16,9,1.4684,1.36840668,3,1,,6,4,4,3,3,3,3,3,4,3,NA,4,4,3,4,2,23,1,2,12,4,85000,2,4,2,2,2,1,1,4,2,13,,2,1,5,7,2,5,0,0,0,0,5,1,1
33059,16,9,0.8688,0.80963752,2,2,,4,4,2,2,2,2,3,3,5,3,NA,3,3,2,5,2,35,2,2,12,4,60000,2,1,5,1,1,5,1,8,4,2,,1,5,1,1,2,4,0,1,1,0,2,1,1
33060,16,9,1.3739,1.28034183,2,1,,6,1,3,3,3,3,3,3,6,3,NA,3,4,1,0,1,21,1,2,9,2,40000,1,1,3,5,4,-2,4,3,2,2,,3,1,5,1,1,1,0,0,0,0,1,1,1
33061,16,9,1.0482,0.97682095,3,2,,4,2,2,3,3,3,4,4,3,3,NA,3,3,3,4,2,56,3,4,11,3,100000,3,1,3,3,2,2,1,3,2,11,,2,2,1,1,2,3,0,0,0,0,3,1,1
33062,16,9,1.8251,1.70081656,3,1,,6,4,3,2,3,3,4,3,3,3,NA,3,3,1,3,1,30,1,2,13,4,100000,3,3,1,2,2,1,1,9,4,14,,2,1,6,1,2,3,0,0,0,0,3,1,1
33063,16,9,0.9278,0.86461981,2,2,,4,4,2,2,2,2,3,3,2,3,NA,3,2,2,4,2,30,1,2,13,4,85000,2,1,3,1,1,4,1,2,1,14,,2,2,1,1,2,2,0,0,0,0,2,1,1
33064,16,9,0.9681,0.90217551,3,1,,6,4,2,3,4,4,4,4,5,2,NA,2,3,2,0,1,29,1,2,12,4,35000,1,1,3,5,4,-2,5,2,1,15,,3,1,5,1,2,1,0,0,0,0,1,1,1
33065,16,9,0.5058,0.47135665,3,1,,6,4,3,3,3,3,4,4,6,4,NA,3,3,3,3,2,89,3,5,12,4,40000,1,1,3,2,2,2,1,3,2,2,,2,-1,2,5,2,1,0,0,0,0,1,2,1
33067,16,9,0.6686,0.62307049,3,1,,6,2,3,3,3,4,4,4,2,3,NA,3,2,1,5,2,59,3,4,9,2,35000,1,1,5,3,1,5,1,2,1,3,,2,2,3,1,2,2,0,0,0,0,2,1,1
33069,16,9,0.877,0.81727912,3,1,,6,4,4,3,3,4,4,4,6,4,NA,4,4,4,5,2,51,2,3,14,4,175000,3,1,2,2,2,1,1,9,4,3,,2,4,1,1,2,4,0,0,2,0,2,1,1
33070,16,9,0.5878,0.54777271,3,3,Both,5,4,3,2,2,2,3,3,6,3,NA,3,3,1,3,1,68,3,4,13,4,125000,3,1,3,3,2,2,1,5,3,5,,2,3,1,5,2,2,0,0,0,0,2,1,1
33071,16,9,0.6503,0.60601666,3,1,,6,4,4,3,3,4,4,3,6,4,NA,4,3,3,5,1,55,3,4,13,4,125000,3,1,2,2,2,1,1,1,1,12,unitarian universalist,2,5,1,1,2,3,0,0,0,1,2,1,1
33072,16,9,1.8225,1.69839361,3,1,,6,4,3,0,0,0,0,0,6,3,NA,3,3,1,3,1,35,2,2,11,3,60000,2,2,3,5,4,-2,1,5,3,11,,2,3,6,2,2,3,0,0,1,0,2,1,1
33073,16,9,1.0621,0.98977441,3,2,,4,4,3,4,4,4,4,4,4,4,NA,4,3,1,3,1,51,2,3,12,4,50000,2,4,3,2,2,2,2,7,3,3,,2,3,5,1,2,1,0,0,0,0,1,1,1
33074,16,9,0.7413,0.69081986,3,1,,6,1,3,2,3,4,4,4,6,3,NA,3,3,2,4,2,48,2,3,9,2,15000,1,1,3,2,2,2,1,2,1,3,,2,3,3,6,2,1,0,0,0,0,1,3,2
33075,16,9,0.98740000000000006,0.92016124,3,1,,6,4,4,4,4,4,4,4,6,4,NA,4,4,4,5,1,69,3,4,13,4,100000,3,4,3,3,3,3,1,7,3,3,,2,3,1,1,2,3,0,0,0,0,3,1,1
33076,16,9,1.5643,1.4577762,3,2,,4,2,2,2,2,2,2,2,6,3,NA,3,3,1,1,2,20,1,1,10,3,100000,3,1,3,1,1,4,1,5,3,1,,1,4,5,7,2,4,0,0,0,0,4,1,1
33078,16,9,0.8215,0.76555849,3,2,,4,2,2,2,2,3,4,4,2,3,NA,4,2,2,4,2,55,3,4,9,2,60000,2,1,2,2,2,1,1,3,2,2,,2,2,1,1,2,2,0,0,0,0,2,1,1
33079,16,9,1.0056,0.93712188,3,2,,4,1,2,0,0,0,3,3,5,3,NA,4,4,2,3,2,62,3,4,10,3,60000,2,2,4,2,2,2,1,3,2,1,,1,6,1,5,1,2,0,0,0,0,2,1,1
33080,16,9,1.0432,0.97216144,3,2,,4,4,3,4,4,4,4,4,3,3,NA,3,3,2,5,1,56,3,4,12,4,100000,3,2,2,2,2,1,1,5,3,11,,3,5,1,1,2,2,0,0,0,0,2,1,1
33081,16,9,0.9988,0.93078493,1,4,,3,3,1,1,1,1,1,1,1,2,NA,2,2,1,4,1,49,2,3,10,3,100000,3,1,5,1,1,5,1,3,2,11,,2,2,3,1,1,2,0,0,0,0,2,1,1
33082,16,9,1.8124,1.68898139,1,4,,3,2,1,1,1,1,1,1,1,1,NA,1,1,1,5,1,41,2,3,11,3,10000,1,4,5,1,1,5,1,9,4,3,,2,5,1,1,2,2,0,0,0,0,2,1,1
33083,16,9,0.5656,0.52708446,3,2,,4,4,2,2,3,3,3,3,4,-1,NA,3,2,2,4,1,74,3,5,10,3,60000,2,1,5,1,1,5,1,3,2,2,,1,6,1,2,2,2,0,0,0,0,2,1,1
33084,16,9,1.8904,1.76166984,3,1,,6,1,3,3,3,3,3,3,4,3,NA,3,3,2,1,1,24,1,2,9,2,15000,1,1,3,5,4,-2,1,7,3,11,,3,2,6,1,2,1,0,0,0,0,1,3,2
33085,16,9,1.7206,1.60343268,3,2,,4,2,3,4,4,4,4,3,4,2,NA,2,3,3,3,2,30,1,2,10,3,10000,1,2,3,2,2,2,1,3,2,1,,2,3,6,1,2,3,0,0,1,0,2,1,2
33086,16,9,0.6465,0.60247543,3,1,,6,4,4,3,4,4,4,4,6,4,NA,4,1,3,5,1,52,2,3,10,3,60000,2,1,3,3,1,4,1,8,4,11,,3,2,3,5,2,3,0,0,0,0,3,3,1
33087,16,9,0.9008,0.83945842,3,1,,6,2,3,3,3,3,3,3,6,3,NA,3,3,3,3,2,66,3,4,10,3,20000,1,1,3,5,4,-2,4,9,4,1,,1,1,4,1,2,1,0,0,0,0,1,5,1
33088,16,9,0.5869,0.546934,3,1,,6,4,3,4,4,4,4,4,5,4,NA,4,4,3,5,1,68,3,4,12,4,85000,2,2,1,2,2,1,1,5,3,11,,2,2,1,5,2,3,0,0,0,0,3,1,1
33090,16,9,0.6476,0.60350052,3,1,,6,4,4,2,4,3,4,4,6,3,NA,4,4,3,5,2,62,3,4,10,3,50000,2,1,2,2,2,1,1,8,4,13,,2,1,3,1,1,2,0,0,0,0,2,1,1
33091,16,9,2.0164,1.87908965,3,1,,6,4,3,3,4,3,4,3,6,3,NA,3,3,2,2,1,40,2,3,8,1,15000,1,1,3,5,4,-2,4,5,3,11,,3,5,1,1,2,2,0,0,0,0,2,4,1
33092,16,9,1.0882,1.01409708,1,2,,4,2,1,2,2,2,2,2,1,2,NA,2,1,3,5,2,51,2,3,11,3,100000,3,1,4,1,1,5,1,3,2,2,,1,5,1,1,2,2,0,0,0,0,2,1,1
33093,16,9,0.6344,0.5911994,3,3,Both natural and human,5,4,2,2,2,3,3,3,2,2,NA,4,2,3,5,2,68,3,4,13,4,100000,3,1,3,3,3,3,1,9,4,13,,2,1,1,5,2,2,0,0,0,0,2,1,1
33094,16,9,0.8951,0.83414657,1,2,,4,2,1,1,1,1,1,1,1,3,NA,2,1,1,4,2,56,3,4,10,3,85000,2,1,5,3,3,3,1,6,3,2,,1,5,1,5,2,2,0,0,0,0,2,1,1
33095,16,9,1.1544,1.07578907,1,2,,4,2,1,1,1,1,1,1,1,3,NA,4,1,2,4,2,52,2,3,10,3,100000,3,1,4,1,1,5,1,5,3,1,,1,4,1,1,2,4,0,0,0,1,3,1,1
33096,16,9,2.255,2.10144176,3,2,,4,4,2,2,2,2,3,3,2,2,NA,2,2,1,2,2,37,2,3,13,4,125000,3,4,4,3,3,3,1,3,2,2,,1,3,4,1,1,4,1,0,0,0,3,2,2
33097,16,9,0.8741,0.8145766,3,1,,6,4,3,4,4,4,4,4,3,4,NA,4,3,3,5,1,62,3,4,9,2,50000,2,2,4,2,2,2,1,6,3,11,,1,6,1,1,2,1,0,0,0,0,1,1,1
33098,16,9,1.4235,1.32656423,2,1,,6,1,1,1,1,1,1,2,2,3,NA,3,3,1,1,1,35,2,2,9,2,100000,3,1,3,3,1,4,2,9,4,3,,2,1,6,1,1,1,0,0,0,0,1,1,1
33099,16,9,0.6148,0.5729341,3,2,,4,4,3,0,0,0,0,0,6,3,NA,3,3,2,4,2,77,3,5,9,2,30000,1,1,3,3,2,2,1,1,1,3,,2,5,2,5,2,1,0,0,0,0,1,1,1
33100,16,9,1.4181,1.32153195,3,1,,6,4,4,3,3,3,3,4,6,4,NA,3,3,2,0,2,34,1,2,13,4,40000,1,2,3,3,3,3,1,5,3,11,,1,5,3,1,2,3,0,0,2,0,1,1,1
33101,16,9,1.6602,1.54714572,3,2,,4,1,1,1,1,1,1,1,1,3,NA,2,2,2,4,2,56,3,4,9,2,150000,3,1,3,5,4,-2,1,6,3,3,,1,4,3,1,2,1,0,0,0,0,1,1,1
33102,16,9,0.5337,0.49735675,3,2,,4,1,3,3,3,3,3,3,2,3,NA,4,3,3,4,2,80,3,5,11,3,150000,3,3,4,1,1,5,1,7,3,2,,2,3,1,2,2,2,0,0,0,0,2,1,1
33103,16,9,0.4265,0.39745672,2,3,Both natural AND man made,5,4,2,0,0,0,4,4,5,3,NA,4,2,1,4,2,26,1,2,9,2,25000,1,3,4,1,1,5,1,5,3,9,,1,6,1,7,2,3,1,0,0,0,2,1,1
33104,16,9,1.2714,1.18482175,2,1,,6,1,3,3,3,3,3,3,6,3,NA,3,2,4,1,1,20,1,1,9,2,30000,1,1,3,5,4,-2,4,2,1,15,,2,1,5,6,1,3,0,0,0,0,3,2,2
33105,16,9,1.6787,1.56438593,3,1,,6,4,4,4,4,4,4,4,5,4,NA,4,4,1,2,2,30,1,2,11,3,25000,1,4,1,2,2,1,1,9,4,15,,2,1,1,1,1,3,1,0,0,0,2,2,2
33106,16,9,0.4588,0.4275572,1,2,,4,2,2,2,2,3,3,2,3,3,NA,3,2,2,4,1,66,3,4,13,4,60000,2,1,3,1,1,4,1,5,3,1,,1,6,1,1,2,2,0,0,0,0,2,1,1
33107,16,9,0.8113,0.75605308,2,1,,6,1,2,2,0,0,0,0,5,2,NA,2,3,1,1,2,61,3,4,9,2,5000,1,1,3,1,1,4,4,5,3,9,,1,6,5,1,1,2,0,0,0,0,2,1,1
33108,16,9,0.5181,0.48281906,3,1,,6,2,3,3,4,3,4,4,3,4,NA,4,2,2,5,1,46,2,3,12,4,5000,1,1,2,2,2,1,1,2,1,3,,3,3,3,1,2,2,0,0,0,0,2,1,1
33109,16,9,0.8319,0.77525029,1,4,,3,2,1,1,1,1,1,1,1,1,NA,2,1,2,3,2,62,3,4,9,2,60000,2,1,4,4,1,5,1,5,3,8,,2,1,1,5,2,3,0,0,0,0,3,1,1
33111,16,9,1.5175,1.41416313,3,1,,6,4,2,2,2,2,3,3,3,2,NA,3,3,1,5,1,56,3,4,10,3,250000,3,1,4,3,3,3,1,5,3,2,,2,3,1,2,2,3,0,0,0,1,2,1,1
33112,16,9,2.3979,2.23461073,3,1,,6,4,3,3,3,3,4,4,2,3,NA,4,3,2,4,2,35,2,2,12,4,100000,3,3,3,2,2,2,1,5,3,3,,1,6,6,1,2,2,0,0,0,0,2,1,2
33113,16,9,2.4134,2.24905523,2,1,,6,4,3,4,4,3,4,3,5,3,NA,3,3,2,1,2,41,2,3,6,1,7500,1,4,3,5,4,-2,4,8,4,15,,3,1,1,1,1,4,0,0,0,2,2,1,3
33114,16,9,1.6708,1.5570239,3,1,,6,4,3,2,2,3,4,4,6,3,NA,4,3,1,5,1,22,1,2,11,3,15000,1,1,2,2,2,1,1,5,3,1,,3,1,5,1,1,2,0,0,0,0,2,1,1
33115,16,9,1.1651,1.08576044,3,1,,6,4,4,3,4,4,4,4,6,4,NA,4,4,4,5,1,30,1,2,12,4,100000,3,1,1,2,2,1,1,2,1,13,,2,1,1,1,2,2,0,0,0,0,2,2,2
33117,16,9,0.8741,0.8145766,3,1,,6,2,4,4,4,4,4,4,6,3,NA,4,3,4,5,2,64,3,4,10,3,15000,1,2,3,2,2,2,1,2,1,2,,2,5,5,2,2,1,0,0,0,0,1,3,2
33118,16,9,0.821,0.76509254,3,1,,6,4,3,3,3,4,4,4,5,3,NA,4,3,3,5,2,27,1,2,12,4,40000,1,1,2,2,2,1,1,7,3,15,,2,2,6,1,2,1,0,0,0,0,1,2,2
33120,16,9,1.4994,1.39729568,3,1,,6,1,2,1,2,4,4,3,3,3,NA,3,3,1,0,2,50,2,3,5,1,12500,1,3,3,2,2,2,1,9,4,3,,2,5,1,6,1,4,0,0,0,2,2,2,3
33121,16,9,0.6451,0.60117077,3,3,By both human activity and nature,5,4,3,3,4,4,4,4,6,4,NA,3,3,3,3,2,54,2,4,12,4,75000,2,1,3,3,2,2,1,3,2,15,,2,1,6,2,2,1,0,0,0,0,1,1,1
33122,16,9,0.4142,0.38599431,3,2,,4,1,2,2,3,3,4,4,3,3,NA,3,2,2,3,1,64,3,4,9,2,40000,1,1,4,1,1,5,2,9,4,3,,2,2,5,2,2,1,0,0,0,0,1,1,1
33123,16,9,1.1961,1.11464944,3,2,,4,1,3,2,4,4,4,4,6,3,NA,4,4,2,2,2,34,1,2,9,2,12500,1,1,3,3,3,3,1,2,1,3,,2,4,5,4,1,4,0,0,3,0,1,1,2
33124,16,9,0.887,0.82659815,2,1,,6,1,3,3,3,3,3,4,6,3,NA,3,2,3,3,2,53,2,4,12,4,60000,2,2,3,2,2,2,1,5,3,1,,1,5,1,4,2,2,0,0,0,0,2,1,1
33126,16,9,1.5577,1.45162564,2,1,,6,2,2,0,0,0,0,0,2,3,NA,2,3,1,1,2,24,1,2,11,3,40000,1,2,3,2,2,2,1,5,3,11,,1,6,5,4,2,4,0,0,0,0,4,1,1
33127,16,9,1.463,1.36337441,3,1,,6,4,4,4,4,4,4,4,6,4,NA,4,3,3,3,2,35,2,2,12,4,50000,2,3,1,4,2,1,1,9,4,15,,2,1,1,7,2,4,0,0,2,0,2,2,1
33128,16,9,2.5931,2.41651823,3,1,,6,4,2,2,2,2,3,4,6,4,NA,4,2,2,0,2,18,1,1,7,1,20000,1,4,2,5,4,-2,2,7,3,15,,2,1,5,7,1,4,0,0,0,1,3,4,2
33129,16,9,2.0318,1.89344096,3,1,,6,4,4,4,4,4,4,4,6,4,NA,3,4,3,5,2,29,1,2,5,1,15000,1,3,3,5,4,-2,2,9,4,3,,3,2,6,1,1,5,0,2,1,0,2,1,2
33130,16,9,0.7616,0.70973749,3,1,,6,2,3,2,3,4,4,4,4,4,NA,4,3,2,0,2,73,3,5,10,3,20000,1,1,2,3,2,1,1,3,2,12,Non-denominationa,2,4,1,4,2,1,0,0,0,0,1,1,1
33131,16,9,2.4358,2.26992986,3,1,,6,4,4,4,4,4,4,4,6,3,NA,3,3,3,5,2,37,2,3,9,2,85000,2,4,3,2,2,2,1,7,3,3,,2,5,1,1,1,6,0,0,0,2,4,1,1
33132,16,9,0.3261,0.30389364,3,2,,4,1,3,2,2,3,3,4,4,3,NA,3,3,1,1,2,61,3,4,9,2,30000,1,3,3,2,2,2,1,7,3,1,,2,2,3,1,2,1,0,0,0,0,1,1,1
33133,16,9,0.5841,0.54432467,3,1,,6,4,4,3,4,4,4,4,6,4,NA,4,4,4,5,1,68,3,4,14,4,150000,3,1,1,2,2,1,1,9,4,14,,2,1,1,5,2,2,0,0,0,0,2,1,1
33134,16,9,0.5278,0.49185852,3,1,,6,4,3,3,4,4,4,4,4,3,NA,4,4,2,3,1,56,3,4,13,4,75000,2,1,3,3,3,3,1,1,1,3,,2,5,1,1,2,2,0,0,0,0,2,1,1
33135,16,9,0.7353,0.68522844,3,1,,6,2,2,1,4,4,4,4,2,3,NA,4,3,2,4,1,52,2,3,9,2,10000,1,1,3,2,2,2,4,3,2,13,,2,1,1,6,2,2,0,0,0,0,2,1,1
33136,16,9,0.7124,0.66388785,1,2,,4,2,1,1,1,1,1,1,1,3,NA,3,1,1,3,1,46,2,3,12,4,50000,2,1,5,1,1,5,1,5,3,3,,3,5,3,1,2,7,0,1,1,1,4,1,2
33137,16,9,0.7957,0.74151539,3,2,,4,4,2,1,2,0,0,0,1,3,NA,4,1,1,3,2,58,3,4,9,2,40000,1,1,3,1,1,4,1,5,3,2,,1,3,1,5,2,7,0,0,3,0,4,1,2
33138,16,9,0.8265,0.77021801,3,2,,4,2,3,3,3,3,4,4,4,4,NA,4,2,2,4,2,60,3,4,9,2,75000,2,1,3,2,2,2,2,5,3,10,,2,2,1,5,2,2,0,0,0,0,2,1,1
33140,16,9,1.0274,0.95743737,1,4,,3,3,1,1,1,1,1,1,1,3,NA,3,1,1,5,2,57,3,4,4,1,30000,1,1,5,5,4,-2,1,7,3,11,,3,2,1,6,2,3,0,0,0,0,3,3,2
33142,16,9,0.8802,0.82026121,3,1,,6,4,3,3,3,4,4,4,6,4,NA,4,4,2,5,2,83,3,5,7,1,12500,1,1,3,3,2,2,1,2,1,1,,2,5,2,5,2,1,0,0,0,0,1,1,1
33143,16,9,0.7501,0.6990206,1,2,,4,3,1,1,1,1,1,1,1,3,NA,3,2,1,2,2,56,3,4,9,2,40000,1,1,5,1,1,5,1,3,2,2,,2,2,1,1,2,2,0,0,0,0,2,1,1
